Artikel-ID, ,Produktname-im-Laden,Hauptkategorie,Unterkategorien,Produktname-beim-Lieferanten,Lieferant,Produzent,Produzenten Webseite,Volumen,Hauptrohstoff Herkunft,Herkunftsort,Zertifizierung,Artikel Nr.,Artikel-Nr Neu,Mehrwertsteuer,EP netto,zusätzliche Tarife,VP netto,102.50%,Ladenpreis neu,Ladenpreis alt,Differenz,Verfallsdatum,Letzter Export in den Webshop,Webshop Produktname,Im Webshop anzeigen,quartierdepot-bild-0,Bilder,Kurzbeschreibung,Coop,Differenz,%,Farmy,Differenz,%,,KW51,KW2,KW3,KW4,KW5,KW6,KW7,KW8,KW9,KW10,KW11,KW12,KW13,KW14,KW15,KW16,KW17,KW 18,KW19,KW20,KW21,KW22,KW23,KW23-Rea,KW24,KW25,KW26,KW 27,KW28,KW29,KW30,,Gesamt Bestellmenge,Lager vom Web,Lager Neuer Import,Schwellenwert,Manage stock?,Items sold 4.5.,Stock effektiv,Stock theor,Diff eff vs theo,Summe
F42,,Hibis Kuss,01-Vorderer Teil,Tiefkühler,Glacé Stängeli Hibis Kuss,Biopartner,Luna Llena,www.lunallena.ch/,450g,Schweiz,Bern,CH-Bio,73790,Biopartner 73790,Mwst. reduzierter Satz,2.04,,2.24,2.30,2.30,,,,19.6.2090,F42 Hibis Kuss,visible,quartier-produkt-71,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-71.png,Hibis Kuss wird von Luna Llena produziert und von Biopartner geliefert. Es kommt aus Bern und trägt CH-Bio Zertifizierung,,,,,,,,,,,,,,,,,,,,,,,24,,48,,24,,,,,,,,,,,,,96,48,48,10,yes,24,71,72,-1,-2.30
F43,,Sorbetto Glace,01-Vorderer Teil,Tiefkühler,Sorbetto Ice Cream & Sorbet,Lena,Sorbetto,https://www.sorbetto.ch/neptun/#angebot,100ml,Schweiz,Zürich Hottingen,CH-Knospe (Brüderhof),,Lena ,Mwst. reduzierter Satz,3.10,,3.41,3.50,3.50,,,,19.6.2091,F43 Sorbetto Glace,visible,quartier-produkt-72,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-72.png,Sorbetto Glace wird von Sorbetto produziert und von Lena geliefert. Es kommt aus Zürich Hottingen und trägt CH-Knospe (Brüderhof) Zertifizierung,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,15,,,,30,,,,69,-9,21,10,yes,33,3,36,-33,-115.34
F44,N,Sorbetto Glace gross (0.5 Ltr.),01-Vorderer Teil,Tiefkühler,Sorbetto Ice Cream & Sorbet,Lena,Sorbetto,https://www.sorbetto.ch/neptun/#angebot,500ml,Schweiz,Zürich Hottingen,CH-Knospe (Brüderhof),,Lena ,Mwst. reduzierter Satz,10.00,,11.00,11.28,11.28,,,,19.6.2092,F44 Sorbetto Glace gross (0.5 Ltr.),visible,quartier-produkt-73,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-73.png,Sorbetto Glace gross (0.5 Ltr.) wird von Sorbetto produziert und von Lena geliefert. Es kommt aus Zürich Hottingen und trägt CH-Knospe (Brüderhof) Zertifizierung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,10,,,,20,5,15,10,yes,33,3,-13,16,180.40
H10,,Passata,02-Erstes Abteil,Tomatenprodukte/Saucen,Passata,Terra Verde ,Terra Verde,www.terra-verde.ch/,680g,Italien,Italien,EU-Bio,108.001.00,Terra Verde  108.001.00,Mwst. reduzierter Satz,2.36,,2.60,2.66,2.66,2.75,-0.09,31/12/2022,19.6.2093,H10 Passata,visible,quartier-produkt-74,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-74.png,Passata wird von Terra Verde produziert und von Terra Verde  geliefert. Es kommt aus Italien und trägt EU-Bio Zertifizierung,2.95,-0.29,90%,3.50,-0.84,76%,,36,,,,,,,,,,,,,,,12,12,,,,,,,,,,,,,,,,60,15,15,10,yes,39,20,21,-1,-2.66
H11,,Pelati,02-Erstes Abteil,Tomatenprodukte/Saucen,Pelati,Terra Verde ,Rispoli,www.conserverispoli.it/index.php?lang=en,400g,,Italien,EU-Bio,108.041.00,Terra Verde  108.041.00,Mwst. reduzierter Satz,1.21,,1.33,1.36,1.36,1.50,-0.14,31/12/2021,19.6.2094,H11 Pelati,visible,quartier-produkt-75,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-75.png,Pelati wird von Rispoli produziert und von Terra Verde  geliefert. Es kommt aus Italien und trägt EU-Bio Zertifizierung,2.70,-1.34,51%,,,,,24,,12,,,24,,24,,20,,48,,,,,48,,,48,,,,,,24,,,,12,,,284,6,6,15,yes,190,52,94,-42,-57.30
H20,,Orecchiette,02-Erstes Abteil,Teigwaren,Orecchiette hell,Terra Verde ,Iris (IT),www.irisbio.com/,Pack 500g,,Italien,EU-Bio,205.128.00,Terra Verde  205.128.00,Mwst. reduzierter Satz,3.14,,3.45,3.54,3.54,3.65,-0.11,26/06/2022,19.6.2095,H20 Orecchiette,visible,quartier-produkt-76,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-76.png,Orecchiette wird von Iris (IT) produziert und von Terra Verde  geliefert. Es kommt aus Italien und trägt EU-Bio Zertifizierung,2.70,0.84,131%,,,,,24,,,,,,,,,,,24,,,,,,,,24,,,,,,,,,,,,,72,17,17,10,yes,46,27,26,1,3.54
H21,,Penne,02-Erstes Abteil,Teigwaren,Penne hell,Terra Verde ,Iris (IT),www.irisbio.com/,Pack 500g,,Italien,EU-Bio,205.117.00,Terra Verde  205.117.00,Mwst. reduzierter Satz,2.24,,2.46,2.53,2.53,2.60,-0.07,9.4.2022,19.6.2096,H21 Penne,visible,quartier-produkt-77,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-77.png,Penne wird von Iris (IT) produziert und von Terra Verde  geliefert. Es kommt aus Italien und trägt EU-Bio Zertifizierung,2.60,-0.07,97%,,,,,24,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,48,12,12,10,yes,33,22,15,7,17.68
H22,,Penne Vollkorn,02-Erstes Abteil,Teigwaren,Penne Vollkorn,Terra Verde ,Iris (IT),www.irisbio.com/,Pack 500g,,Italien,EU-Bio,205.135.00,Terra Verde  205.135.00,Mwst. reduzierter Satz,2.24,,2.46,2.53,2.53,2.60,-0.07,31/05/2022,19.6.2097,H22 Penne Vollkorn,visible,quartier-produkt-78,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-78.png,Penne Vollkorn wird von Iris (IT) produziert und von Terra Verde  geliefert. Es kommt aus Italien und trägt EU-Bio Zertifizierung,2.95,-0.42,86%,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,36,7,7,5,yes,23,0,13,-13,-32.83
H23,,Strozzapreti,02-Erstes Abteil,Teigwaren,Strozzapreti 500g,Genovas,Genovas,www.genovas.ch,Pack 500g,Italien,Italien,keine,,Genovas ,Mwst. reduzierter Satz,4.54,,4.99,5.11,5.11,,,,19.6.2098,H23 Strozzapreti,visible,quartier-produkt-79,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-79.png,Strozzapreti wird von Genovas produziert und von Genovas geliefert. Es kommt aus Italien und trägt keine Zertifizierung,,,,,,,,,,,,,,,,,,,,,10,,,10,,,,,,,,,,,,,,,,20,0,0,5,yes,13,6,7,-1,-5.11
H30,,Lasagne ohne Ei,02-Erstes Abteil,Teigwaren,Lasagne ohne Ei,Terra Verde ,Iris (IT),www.irisbio.com/,Pack 500g,,Italien,EU-Bio,205.127.00,Terra Verde  205.127.00,Mwst. reduzierter Satz,1.86,,2.05,2.10,2.10,2.15,-0.05,1.6.2022,19.6.2099,H30 Lasagne ohne Ei,visible,quartier-produkt-80,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-80.png,Lasagne ohne Ei wird von Iris (IT) produziert und von Terra Verde  geliefert. Es kommt aus Italien und trägt EU-Bio Zertifizierung,3.70,-1.60,57%,,,,,12,,,,,,,,,,,,,10,,,,,,,,,,,,6,,,,,,,28,5,5,5,yes,14,6,14,-8,-16.78
H31,,Spaghetti Vollkorn,02-Erstes Abteil,Teigwaren,Spaghetti Vollkorn,Terra Verde ,Iris (IT),www.irisbio.com/,Pack 500g,,Italien,EU-Bio,205.134.00,Terra Verde  205.134.00,Mwst. reduzierter Satz,1.85,,2.04,2.09,2.09,2.15,-0.06,30/05/2022,19.6.2100,H31 Spaghetti Vollkorn,visible,quartier-produkt-81,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-81.png,Spaghetti Vollkorn wird von Iris (IT) produziert und von Terra Verde  geliefert. Es kommt aus Italien und trägt EU-Bio Zertifizierung,2.70,-0.61,77%,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,36,15,15,5,yes,15,10,21,-11,-22.94
H32,,Spaghetti,02-Erstes Abteil,Teigwaren,Spaghetti hell,Terra Verde ,Iris (IT),www.irisbio.com/,Pack 500g,,Italien,EU-Bio,205.116.00,Terra Verde  205.116.00,Mwst. reduzierter Satz,1.86,,2.05,2.10,2.10,2.15,-0.05,28/08/2022,19.6.2101,H32 Spaghetti,visible,quartier-produkt-82,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-82.png,Spaghetti wird von Iris (IT) produziert und von Terra Verde  geliefert. Es kommt aus Italien und trägt EU-Bio Zertifizierung,2.90,-0.80,72%,2.90,-0.80,72%,,24,,,,,,,,,,,24,,,,,,,,48,,,,,,,,,,,,,96,33,33,10,yes,71,51,25,26,54.53
H33,,Fusilli / Farfalle ,02-Erstes Abteil,Teigwaren,Fusilli hell,Terra Verde ,Iris (IT),www.irisbio.com/,Pack 500g,,Italien,EU-Bio,205.119.00,Terra Verde  205.119.00,Mwst. reduzierter Satz,2.24,,2.46,2.53,2.53,2.60,-0.07,29/10/2021,19.6.2102,H33 Fusilli / Farfalle ,visible,quartier-produkt-83,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-83.png,Fusilli / Farfalle  wird von Iris (IT) produziert und von Terra Verde  geliefert. Es kommt aus Italien und trägt EU-Bio Zertifizierung,2.70,-0.17,94%,,,,,24,,,,,,,,,30,,,,,,,,,,24,,,,,,,,,,,,,78,8,8,10,yes,46,22,32,-10,-25.26
H40,,Sugo al Basilico,02-Erstes Abteil,Tomatenprodukte/Saucen,Sugo al Basilico,Terra Verde ,Terra Verde,www.terra-verde.ch/,Glas 290g,,Italien,EU-Bio,109.001.00,Terra Verde  109.001.00,Mwst. reduzierter Satz,3.03,,3.33,3.42,3.42,3.50,-0.08,30/07/2022,19.6.2103,H40 Sugo al Basilico,visible,quartier-produkt-84,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-84.png,Sugo al Basilico wird von Terra Verde produziert und von Terra Verde  geliefert. Es kommt aus Italien und trägt EU-Bio Zertifizierung,3.55,-0.13,96%,4.50,-1.08,76%,,12,,,,,,,,,24,,,,24,,,,,,,,,,,,,,,,,,,60,7,7,5,yes,44,12,16,-4,-13.67
H41,,Pesto gross,02-Erstes Abteil,Tomatenprodukte/Saucen,Pesto Genovese con noci,Terra Verde ,Terra Verde,www.terra-verde.ch/,Glas 130g,,Italien,EU-Bio,101.229.00,Terra Verde  101.229.00,Mwst. reduzierter Satz,3.70,,4.07,4.17,4.17,5.85,-1.68,4.6.2020,19.6.2104,H41 Pesto gross,visible,quartier-produkt-85,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-85.png,Pesto gross wird von Terra Verde produziert und von Terra Verde  geliefert. Es kommt aus Italien und trägt EU-Bio Zertifizierung,4.55,-0.38,92%,7.50,-3.33,56%,,12,,,,,,,,,12,,,,,,,12,,,,,,,,,,,,,,,,36,17,17,5,yes,7,17,29,-12,-50.06
H42,,Pesto klein,02-Erstes Abteil,Tomatenprodukte/Saucen,Pesto alla genovese,Biopartner,Alce nero,www.alcenero.com/de/prodotto/pesto-rosso-rotes-bio-pesto-130g/,Glas 130g,Italien,Italien,EU-Bio,362100,Biopartner 362100,Mwst. reduzierter Satz,3.13,,3.44,3.53,3.53,3.65,-0.12,3.10.22,19.6.2105,H42 Pesto klein,visible,quartier-produkt-86,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-86.png,Pesto klein wird von Alce nero produziert und von Biopartner geliefert. Es kommt aus Italien und trägt EU-Bio Zertifizierung,,,,,,,,,,,,,,,12,,,,,,12,,,,,,,,,,,,,,,,,,,24,16,16,5,yes,17,7,7,0,0.00
H43,,Pesto rosso,02-Erstes Abteil,Tomatenprodukte/Saucen,Pesto rosso - Condimento,Terra Verde ,Terra Verde,www.terra-verde.ch/,Glas 170g,Italien,Italien,EU-Bio,101.013.00,Terra Verde  101.013.00,Mwst. reduzierter Satz,5.32,,5.85,6.00,6.00,6.15,-0.15,,19.6.2106,H43 Pesto rosso,visible,quartier-produkt-87,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-87.png,Pesto rosso wird von Terra Verde produziert und von Terra Verde  geliefert. Es kommt aus Italien und trägt EU-Bio Zertifizierung,,,,7.90,-1.90,76%,,,,,,,,,,,12,,,,18,,,12,,,,,,,,,,,,,,,,42,7,7,5,yes,28,15,14,1,6.00
H50,,Tagliatelle,02-Erstes Abteil,Teigwaren,Nudeln breit hell 10mm,Picobio,La Martina (ZH),,Beutel 400g,,der Schweiz,Demeter,82624,Picobio 82624,Mwst. reduzierter Satz,4.80,,5.28,5.41,5.41,5.55,-0.14,15/06/2020,19.6.2107,H50 Tagliatelle,visible,quartier-produkt-88,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-88.png,Tagliatelle wird von La Martina (ZH) produziert und von Picobio geliefert. Es kommt aus der Schweiz und trägt Demeter Zertifizierung,3.20,2.21,169%,,,,,22,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,42,16,16,5,yes,20,20,22,-2,-10.82
H51,,Tagliatelle piccante,02-Erstes Abteil,Teigwaren,Tagliatelle piccante 500g,Genovas,Genovas,www.genovas.ch,Pack 500g,,Italien,,,Genovas ,Mwst. reduzierter Satz,6.19,,6.81,6.98,6.98,,,,19.6.2108,H51 Tagliatelle piccante,visible,quartier-produkt-89,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-89.png,Tagliatelle piccante wird von Genovas produziert und von Genovas geliefert. Es kommt aus Italien und trägt  Zertifizierung,,,,,,,,,,,,,,,,,,,,,10,,,10,,,,,,,,,,,,,,,,20,10,10,5,yes,7,13,13,0,0.00
H52,,Tagliatelle nero di seppia,02-Erstes Abteil,Teigwaren,Tagliatelle nero di seppia 500g,Genovas,Genovas,www.genovas.ch,Pack 500g,,Italien,,,Genovas ,Mwst. reduzierter Satz,6.19,,6.81,6.98,6.98,,,,19.6.2109,H52 Tagliatelle nero di seppia,visible,quartier-produkt-90,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-90.png,Tagliatelle nero di seppia wird von Genovas produziert und von Genovas geliefert. Es kommt aus Italien und trägt  Zertifizierung,,,,,,,,,,,,,,,,,,,,,5,,,10,,,,,,,,,,,,,,,,15,7,7,5,yes,6,9,9,0,0.00
H53,,Rigatoni,02-Erstes Abteil,Teigwaren,Rigatoni 500g,Genovas,Genovas,www.genovas.ch,Pack 500g,,Italien,,,Genovas ,Mwst. reduzierter Satz,4.54,,4.99,5.11,5.11,,,,19.6.2110,H53 Rigatoni,visible,quartier-produkt-91,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-91.png,Rigatoni wird von Genovas produziert und von Genovas geliefert. Es kommt aus Italien und trägt  Zertifizierung,,,,,,,,,,,,,,,,,,,,,10,,,10,,,,,,,,,,,,,,,,20,1,1,5,yes,11,8,9,-1,-5.11
J10,,Kichererbsen trocken,02-Erstes Abteil,"Reis, Linsen, Bohnen & Getreide",Kichererbsen,Mahler & Co,Mahler & Co,,Pack 500g,,Spanien,"EU-Bio, Fairtrade, Klimafreundlich",370100,Mahler & Co 370100,Mwst. reduzierter Satz,3.64,,4.00,4.10,4.10,4.25,-0.15,31/12/2020,19.6.2111,J10 Kichererbsen trocken,visible,quartier-produkt-92,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-92.png,"Kichererbsen trocken wird von Mahler & Co produziert und von Mahler & Co geliefert. Es kommt aus Spanien und trägt EU-Bio, Fairtrade, Klimafreundlich Zertifizierung",2.95,1.15,139%,5.60,-1.50,73%,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,24,24,5,yes,5,27,27,0,0.00
J20,,Langkorn Reis,02-Erstes Abteil,"Reis, Linsen, Bohnen & Getreide",Reis Parboiled weiss Langk.,Mahler & Co,Mahler & Co,www.mahlerundco.ch/,Beutel 1kg,,Italien,"Knospe, Fairtrade, Klimafreundlich",MM_0573,Mahler & Co MM_0573,Mwst. reduzierter Satz,4.67,,5.14,5.27,5.27,5.40,-0.13,31/03/2021,19.6.2112,J20 Langkorn Reis,visible,quartier-produkt-93,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-93.png,"Langkorn Reis wird von Mahler & Co produziert und von Mahler & Co geliefert. Es kommt aus Italien und trägt Knospe, Fairtrade, Klimafreundlich Zertifizierung",3.95,1.32,133%,7.30,-2.03,72%,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,9,9,5,yes,9,11,11,0,0.00
J21,,Risotto Carnaroli,02-Erstes Abteil,"Reis, Linsen, Bohnen & Getreide",Riso Carnaroli,Biopartner,Vanadis,www.katalog.biopartner.ch/de/vanadis-risotto-reis-carnaroli-weiss-beutel-1-kg,Pack 1kg,,Italien,Demeter,,Biopartner ,Mwst. reduzierter Satz,5.86,,5.86,6.01,6.01,6.05,-0.04,31/03/2021,19.6.2113,J21 Risotto Carnaroli,visible,quartier-produkt-94,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-94.png,Risotto Carnaroli wird von Vanadis produziert und von Biopartner geliefert. Es kommt aus Italien und trägt Demeter Zertifizierung,5.50,0.51,109%,7.90,-1.89,76%,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,12,22,22,5,yes,27,35,-15,50,300.33
J22,,Bio Risotto Carnaroli,02-Erstes Abteil,"Reis, Linsen, Bohnen & Getreide",Bio Risottoreis Carnaroli Italien,Mahler & Co,Mahler & Co,www.mahlerundco.ch/,Beutel 1kg,,Schweiz,"Knospe, Fairtrade, Klimafreundlich",MM_0574,Mahler & Co MM_0574,Mwst. reduzierter Satz,5.21,,5.73,5.87,5.87,,5.87,31/03/2021,19.6.2114,J22 Bio Risotto Carnaroli,visible,quartier-produkt-95,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-95.png,"Bio Risotto Carnaroli wird von Mahler & Co produziert und von Mahler & Co geliefert. Es kommt aus Schweiz und trägt Knospe, Fairtrade, Klimafreundlich Zertifizierung",5.95,-0.08,99%,7.80,-1.93,75%,,20,,,,,,,,,,,,,20,,,,,,,,,,,,10,,,,,,,50,10,10,5,yes,9,5,41,-36,-211.47
J30,,Vollkornreis Casina Belvedere,02-Erstes Abteil,"Reis, Linsen, Bohnen & Getreide",Vollkornreis Casina Belvedere,Terra Verde ,Agricola Belvedere,,Beutel 1kg,,Italien,EU-Bio,101.039.00,Terra Verde  101.039.00,Mwst. reduzierter Satz,4.64,,5.10,5.23,5.23,5.40,-0.17,30/07/2021,19.6.2115,J30 Vollkornreis Casina Belvedere,visible,quartier-produkt-96,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-96.png,Vollkornreis Casina Belvedere wird von Agricola Belvedere produziert und von Terra Verde  geliefert. Es kommt aus Italien und trägt EU-Bio Zertifizierung,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,8,8,5,yes,2,10,10,0,0.00
J31,,Basmati Reis,02-Erstes Abteil,"Reis, Linsen, Bohnen & Getreide",Reis Basmati weiss,Mahler & Co,Mahler & Co,www.mahlerundco.ch/,Beutel 1kg,,Indien,"Knospe, Fairtrade, Klimafreundlich",MM_0572,Mahler & Co MM_0572,Mwst. reduzierter Satz,4.99,,5.49,5.63,5.63,5.80,-0.17,31/03/2021,19.6.2116,J31 Basmati Reis,visible,quartier-produkt-97,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-97.png,"Basmati Reis wird von Mahler & Co produziert und von Mahler & Co geliefert. Es kommt aus Indien und trägt Knospe, Fairtrade, Klimafreundlich Zertifizierung",5.95,-0.32,95%,7.80,-2.17,72%,,20,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,30,7,7,5,yes,17,3,13,-10,-56.26
J40,,Grüne Linsen,02-Erstes Abteil,"Reis, Linsen, Bohnen & Getreide",Linsen grün,Mahler & Co,Mahler & Co,www.mahlerundco.ch/,Beutel 500g,,Spanien,EU-Bio,MM_0705,Mahler & Co MM_0705,Mwst. reduzierter Satz,2.37,,2.61,2.67,2.67,2.75,-0.08,31/12/2020,19.6.2117,J40 Grüne Linsen,visible,quartier-produkt-98,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-98.png,Grüne Linsen wird von Mahler & Co produziert und von Mahler & Co geliefert. Es kommt aus Spanien und trägt EU-Bio Zertifizierung,2.95,-0.28,91%,3.70,-1.03,72%,,20,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,30,11,11,5,yes,14,4,16,-12,-32.07
J41,,Linsen braun,02-Erstes Abteil,"Reis, Linsen, Bohnen & Getreide",Linsen braun,Mahler & Co,Mahler & Co,www.mahlerundco.ch/,Beutel 500g,,Spanien,EU-Bio,MM_0708,Mahler & Co MM_0708,Mwst. reduzierter Satz,2.37,,2.61,2.67,2.67,2.75,-0.08,31/12/2020,19.6.2118,J41 Linsen braun,visible,quartier-produkt-99,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-99.png,Linsen braun wird von Mahler & Co produziert und von Mahler & Co geliefert. Es kommt aus Spanien und trägt EU-Bio Zertifizierung,2.95,-0.28,91%,3.70,-1.03,72%,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,10,10,5,yes,8,12,12,0,0.00
J42,,Rote Linsen,02-Erstes Abteil,"Reis, Linsen, Bohnen & Getreide",Linsen rot,Mahler & Co,Mahler & Co,www.mahlerundco.ch/,Beutel 500g,,Spanien,"CH-Bio, Klimafreundlich",MM_0707,Mahler & Co MM_0707,Mwst. reduzierter Satz,3.22,,3.54,3.63,3.63,3.75,-0.12,31/12/2020,19.6.2119,J42 Rote Linsen,visible,quartier-produkt-100,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-100.png,"Rote Linsen wird von Mahler & Co produziert und von Mahler & Co geliefert. Es kommt aus Spanien und trägt CH-Bio, Klimafreundlich Zertifizierung",2.95,0.68,123%,4.90,-1.27,74%,,20,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,30,8,8,5,yes,16,4,14,-10,-36.31
K10,,Atlantik Meersalz fein,02-Erstes Abteil,Gewürze,Atlantik Meersalz fein,Biopartner,Naturata,www.naturata.de/,Beutel 500 g,,Portugal,keine,348910,Biopartner 348910,Mwst. reduzierter Satz,1.69,,1.86,1.91,1.91,2.40,-0.49,20/12/23,19.6.2120,K10 Atlantik Meersalz fein,visible,quartier-produkt-101,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-101.png,Atlantik Meersalz fein wird von Naturata produziert und von Biopartner geliefert. Es kommt aus Portugal und trägt keine Zertifizierung,3.10,-1.19,61%,2.80,-0.89,68%,,,12,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,12,,36,3,3,3,yes,15,9,21,-12,-22.87
K11,,Safran gemahlen,02-Erstes Abteil,Gewürze,Safran gemahlen,Biopartner,Erboristi Lendi,www.erboristi.ch/shop/,Beutel 0.5 g,,Europa,EU-Bio,82154,Biopartner 82154,Mwst. reduzierter Satz,6.25,,6.88,7.05,7.05,9.00,-1.95,20/05/22,19.6.2121,K11 Safran gemahlen,visible,quartier-produkt-102,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-102.png,Safran gemahlen wird von Erboristi Lendi produziert und von Biopartner geliefert. Es kommt aus Europa und trägt EU-Bio Zertifizierung,6.85,0.20,103%,10.50,-3.45,67%,,,10,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,20,9,9,5,yes,18,11,2,9,63.42
K12,,Sesammus Tahin,02-Erstes Abteil,Gewürze,Sesammus Tahin,Biopartner,Jean Hervé,,Glas 350g,,Frankreich,EU-Bio,003910,Biopartner 003910,Mwst. reduzierter Satz,6.91,,7.60,7.79,7.79,9.00,-1.21,20/05/23,19.6.2122,K12 Sesammus Tahin,visible,quartier-produkt-103,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-103.png,Sesammus Tahin wird von Jean Hervé produziert und von Biopartner geliefert. Es kommt aus Frankreich und trägt EU-Bio Zertifizierung,6.85,0.94,114%,10.50,-2.71,74%,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,6,,,,,18,10,10,5,yes,6,6,12,-6,-46.75
K13,,Getrocknete Steinpilze,02-Erstes Abteil,Gewürze,Funghi Porcini Secchi,Terra Verde ,Terra Verde,www.terra-verde.ch/,20g,,Italien,EU-Bio,100.030.00,Terra Verde  100.030.00,Mwst. reduzierter Satz,3.30,,3.63,3.72,3.72,,3.72,,19.6.2123,K13 Getrocknete Steinpilze,visible,quartier-produkt-104,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-104.png,Getrocknete Steinpilze wird von Terra Verde produziert und von Terra Verde  geliefert. Es kommt aus Italien und trägt EU-Bio Zertifizierung,,3.72,#DIV/0!,,3.72,#DIV/0!,,,,,,,,,,,,,,,5,10,,,,,,,,,,,6,,,,,,,21,5,5,5,yes,14,3,7,-4,-14.88
K14,N,Sesam,02-Erstes Abteil,Gewürze,Sesame,Neues Food Depot,Tamneere,www.tamneere.com,100g,,Burkina Faso,keine,1,Neues Food Depot 1,Mwst. reduzierter Satz,2.46,,2.71,2.77,2.77,,,,,K14 Sesam,visible,quartier-produkt-104,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-104.png,Sesam wird von Tamneere produziert und von Neues Food Depot geliefert. Es kommt aus Burkina Faso und trägt keine Zertifizierung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,12,,,,,,,,,
K20,,Oregano,02-Erstes Abteil,Gewürze,Oregano,Biopartner,Sonnentor,www.sonnentor.com/de-at,20g,,Deutschland,EU-Bio,465105,Biopartner 465105,Mwst. reduzierter Satz,2.23,,2.45,2.51,2.51,3.75,-1.24,31/03/2022,19.6.2124,K20 Oregano,visible,quartier-produkt-105,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-105.png,Oregano wird von Sonnentor produziert und von Biopartner geliefert. Es kommt aus Deutschland und trägt EU-Bio Zertifizierung,0.95,1.56,265%,,,,,10,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,22,8,8,3,yes,8,11,14,-3,-7.54
K21,,Basilikum,02-Erstes Abteil,Gewürze,Basillikum,Mahler & Co,Sonnentor,www.sonnentor.com/de-at,15g,,Deutschland,EU-Bio,SO_00317,Mahler & Co SO_00317,Mwst. reduzierter Satz,3.22,,3.54,3.63,3.63,3.75,-0.12,30/09/2022,19.6.2125,K21 Basilikum,visible,quartier-produkt-106,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-106.png,Basilikum wird von Sonnentor produziert und von Mahler & Co geliefert. Es kommt aus Deutschland und trägt EU-Bio Zertifizierung,0.90,2.73,403%,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,7,7,3,yes,3,7,7,0,0.00
