Artikel-ID, ,Produktname-im-Laden,Hauptkategorie,Unterkategorien,Produktname-beim-Lieferanten,Lieferant,Produzent,Produzenten Webseite,Volumen,Hauptrohstoff Herkunft,Herkunftsort,Zertifizierung,Artikel Nr.,Artikel-Nr Neu,Mehrwertsteuer,EP netto,zusätzliche Tarife,VP netto,102.50%,Ladenpreis neu,Ladenpreis alt,Differenz,Verfallsdatum,Letzter Export in den Webshop,Webshop Produktname,Im Webshop anzeigen,quartierdepot-bild-0,Bilder,Kurzbeschreibung,Coop,Differenz,%,Farmy,Differenz,%,,KW51,KW2,KW3,KW4,KW5,KW6,KW7,KW8,KW9,KW10,KW11,KW12,KW13,KW14,KW15,KW16,KW17,KW 18,KW19,KW20,KW21,KW22,KW23,KW23-Rea,KW24,KW25,KW26,KW 27,KW28,KW29,KW30,,Gesamt Bestellmenge,Lager vom Web,Lager Neuer Import,Schwellenwert,Manage stock?,Items sold 4.5.,Stock effektiv,Stock theor,Diff eff vs theo,Summe
P21,,Amaranth Mais-Waffeln Meersalz,03-Zweites Abteil,Brot & Backwaren,Amaranth Mais-Waffeln Meersalz,Biopartner,,,Beutel 100g,,,,228280,Biopartner 228280,Mwst. reduzierter Satz,2.07,,2.28,2.33,2.33,,,,19.6.2234,P21 Amaranth Mais-Waffeln Meersalz,visible,quartier-produkt-215,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-215.png,Amaranth Mais-Waffeln Meersalz wird von  produziert und von Biopartner geliefert. Es kommt aus  und trägt  Zertifizierung,,2.55,#DIV/0!,,,,,,,,,,,,,,,,,12,,,,,,,,12,,,,,12,,,,,,,36,10,10,6,yes,8,1,28,-27,-63.02
P22,,Reiswaffeln mit Salz,03-Zweites Abteil,Brot & Backwaren,Reiswaffeln mit Salz,Biopartner,Byodo,www.byodo.de,Pack 100g,,Deutschland,EU-Bio,234040,Biopartner 234040,Mwst. reduzierter Satz,1.15,,1.27,1.30,1.30,1.50,-0.20,25/09/2020,19.6.2235,P22 Reiswaffeln mit Salz,visible,quartier-produkt-216,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-216.png,Reiswaffeln mit Salz wird von Byodo produziert und von Biopartner geliefert. Es kommt aus Deutschland und trägt EU-Bio Zertifizierung,,,,,,,,12,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,24,10,10,4,yes,14,12,10,2,2.59
P23,,Dinkel Zwieback ungesüsst,03-Zweites Abteil,Brot & Backwaren,Dinkel Zwieback ungesüsst,Biopartner,,,Pack 200g,,,,226020,Biopartner 226020,Mwst. reduzierter Satz,2.90,,3.19,3.27,3.27,1.50,1.77,25/09/2021,19.6.2236,P23 Dinkel Zwieback ungesüsst,visible,quartier-produkt-217,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-217.png,Dinkel Zwieback ungesüsst wird von  produziert und von Biopartner geliefert. Es kommt aus  und trägt  Zertifizierung,,1.30,#DIV/0!,,,,,,,,,,,,,,,,,6,,,,,,12,,,,,,,,,,,,6,,24,4,4,6,yes,5,12,19,-7,-22.89
P24,,Dinkel Cracker mit Sesam,03-Zweites Abteil,Brot & Backwaren,Dinkel Cracker mit Sesam,Biopartner,Schnitzer,www.schnitzer.eu/,100g,EU,Deutschland,EU-Bio,227405,Biopartner 227405,Mwst. reduzierter Satz,1.85,,2.04,2.09,2.09,1.50,0.59,25/09/2022,19.6.2237,P24 Dinkel Cracker mit Sesam,visible,quartier-produkt-218,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-218.png,Dinkel Cracker mit Sesam wird von Schnitzer produziert und von Biopartner geliefert. Es kommt aus Deutschland und trägt EU-Bio Zertifizierung,,,,,,,,,,,,,,,,,,,,6,12,,,,,,,,12,,,,,,12,,,,,42,13,13,2,yes,10,3,32,-29,-60.49
P25,,Mandorle Pralinate,03-Zweites Abteil,Schokolade und Süssigkeiten,Mandorle Pralinate,Terra Verde ,Terra Verde,www.terra-verde.ch/,100g,EU,Italien,EU-Bio,112.030.00,Terra Verde  112.030.00,Mwst. reduzierter Satz,2.80,,3.08,3.16,3.16,1.50,1.66,25/09/2023,19.6.2238,P25 Mandorle Pralinate,visible,quartier-produkt-219,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-219.png,Mandorle Pralinate wird von Terra Verde produziert und von Terra Verde  geliefert. Es kommt aus Italien und trägt EU-Bio Zertifizierung,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,12,7,7,4,yes,6,7,6,1,3.16
P26,N,Getrocknete Bananen,03-Zweites Abteil,Schokolade und Süssigkeiten,Getrocknete Bananen,Neues Food Depot,Vuna GmbH,,200g,Spanien,Spanien,EU-Bio,2,Neues Food Depot 2,Mwst. reduzierter Satz,5.25,,5.78,5.92,5.92,,,,,P26 Getrocknete Bananen,visible,quartier-produkt-219,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-219.png,Getrocknete Bananen wird von Vuna GmbH produziert und von Neues Food Depot geliefert. Es kommt aus Spanien und trägt EU-Bio Zertifizierung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,6,,,2,yes,,,,,
Q10,,Dinkelruchmehl,03-Zweites Abteil,Brot & Backwaren,Dinkelruchmehl,Biopartner,Biofarm,www.biofarm.ch/,Beutel 1kg,Schweiz,"Kleindietwil, Bern",Knospe,383952,Biopartner 383952,Mwst. reduzierter Satz,5.53,,6.08,6.24,6.24,7.55,-1.31,28/08/2020,19.6.2239,Q10 Dinkelruchmehl,hidden,quartier-produkt-220,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-220.png,"Dinkelruchmehl wird von Biofarm produziert und von Biopartner geliefert. Es kommt aus Kleindietwil, Bern und trägt Knospe Zertifizierung",,,,,,,,12,,,,,,,,,,,,6,6,,12,,,,,,,,,,,,,,,6,,42,3,3,3,yes,21,7,21,-14,-87.29
Q11,,Haushaltmehl (Ruchmehl),03-Zweites Abteil,Brot & Backwaren,Haushaltmehl (Ruchmehl),Biopartner,Biofarm,www.biofarm.ch/,Beutel 1kg,Schweiz,"Kleindietwil, Bern",Knospe,151010,Biopartner 151010,Mwst. reduzierter Satz,3.88,,4.27,4.37,4.37,4.50,-0.13,15/08/2020,19.6.2240,Q11 Haushaltmehl (Ruchmehl),visible,quartier-produkt-221,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-221.png,"Haushaltmehl (Ruchmehl) wird von Biofarm produziert und von Biopartner geliefert. Es kommt aus Kleindietwil, Bern und trägt Knospe Zertifizierung",,6.24,#DIV/0!,,,,,6,,,,,12,,,,,,,,,,,24,,,,,,,,,,,,,,,,42,25,25,3,yes,18,25,24,1,4.37
Q12,,Weissmehl,03-Zweites Abteil,Brot & Backwaren,Mehl Weizen Weiss,Biopartner,Vanadis,,Beutel 1kg,,der Schweiz,Demeter,153010,Biopartner 153010,Mwst. reduzierter Satz,3.83,,4.21,4.32,4.32,5.35,-1.03,14/11/2020,19.6.2241,Q12 Weissmehl,visible,quartier-produkt-222,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-222.png,Weissmehl wird von Vanadis produziert und von Biopartner geliefert. Es kommt aus der Schweiz und trägt Demeter Zertifizierung,,4.37,#DIV/0!,,,,,12,,,,,,,,,12,,,12,,,,24,,,,,,,,,,,,,,,,60,6,6,3,yes,40,15,20,-5,-21.59
Q13,,Roggen-Vollkornmehl,03-Zweites Abteil,Brot & Backwaren,,Biopartner,,,Beutel 1kg,,Österreich,Demeter,106011,Biopartner 106011,Mwst. reduzierter Satz,3.54,,3.89,3.99,3.99,,,,19.6.2242,Q13 Roggen-Vollkornmehl,visible,quartier-produkt-223,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-223.png,Roggen-Vollkornmehl wird von  produziert und von Biopartner geliefert. Es kommt aus Österreich und trägt Demeter Zertifizierung,,4.32,#DIV/0!,,,,,,,,,,,,,,,,,6,,12,,,,,,,,,,,6,,,,,,,24,7,7,3,yes,6,5,18,-13,-51.89
Q14,,Vierkorn-Vollkornmehl,03-Zweites Abteil,Brot & Backwaren,,Biopartner,,,Beutel 1kg,,Österreich,Demeter,149010,Biopartner 149010,Mwst. reduzierter Satz,4.22,,4.64,4.76,4.76,,,,19.6.2243,Q14 Vierkorn-Vollkornmehl,visible,quartier-produkt-224,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-224.png,Vierkorn-Vollkornmehl wird von  produziert und von Biopartner geliefert. Es kommt aus Österreich und trägt Demeter Zertifizierung,,,,,,,,,,,,,,,,,,,,6,,12,,,,,,,,,,,,,,,,,,18,6,6,3,yes,10,8,8,0,0.00
Q15,,Backhefe,03-Zweites Abteil,Brot & Backwaren,Backhefe glutenfrei,Biopartner,Culinat,www.culinat.com/,3 x 9g,,Frankreich,EU-Bio,380154,Biopartner 380154,Mwst. reduzierter Satz,3.25,,3.58,3.66,3.66,3.80,-0.14,,19.6.2244,Q15 Backhefe,visible,quartier-produkt-225,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-225.png,Backhefe wird von Culinat produziert und von Biopartner geliefert. Es kommt aus Frankreich und trägt EU-Bio Zertifizierung,,,,,,,,,,,,,,,,17,,,,,,20,,,,,,,,,,,,,,,,,,37,15,15,6,yes,11,6,26,-20,-73.29
Q20,,Zucker Rohrohr,03-Zweites Abteil,Brot & Backwaren,Zucker Rohrohr Spez.light,Biopartner,Ekkharthof (TG),www.ekkharthof.ch/,Beutel 1kg,,Argentinien,Knospe,86128,Biopartner 86128,Mwst. reduzierter Satz,4.60,,5.06,5.19,5.19,6.30,-1.11,,19.6.2245,Q20 Zucker Rohrohr,visible,quartier-produkt-226,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-226.png,Zucker Rohrohr wird von Ekkharthof (TG) produziert und von Biopartner geliefert. Es kommt aus Argentinien und trägt Knospe Zertifizierung,,,,,,,,10,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,22,6,6,4,yes,9,12,13,-1,-5.19
Q21,,Zucker weiss,03-Zweites Abteil,Brot & Backwaren,Zucker weiss,Picobio,CH Zucker AG,www.zucker.ch/,Beutel 1kg,,"Aarberg, Bern",Knospe,86148,Picobio 86148,Mwst. reduzierter Satz,2.95,,3.25,3.33,3.33,3.45,-0.12,,19.6.2246,Q21 Zucker weiss,visible,quartier-produkt-227,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-227.png,"Zucker weiss wird von CH Zucker AG produziert und von Picobio geliefert. Es kommt aus Aarberg, Bern und trägt Knospe Zertifizierung",,5.19,#DIV/0!,,,,,10,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,20,8,8,4,yes,7,3,13,-10,-33.26
Q22,,Ahornsirup,03-Zweites Abteil,Brot & Backwaren,Ahornsirup Grad A hell,Biopartner,Rapunzel,www.rapunzel.de/,Flasche 250ml,,Kanada,EU-Bio,309010,Biopartner 309010,Mwst. reduzierter Satz,6.98,,7.68,7.87,7.87,10.20,-2.33,4.9.2022,19.6.2247,Q22 Ahornsirup,visible,quartier-produkt-228,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-228.png,Ahornsirup wird von Rapunzel produziert und von Biopartner geliefert. Es kommt aus Kanada und trägt EU-Bio Zertifizierung,2.50,0.83,133%,,,,,6,,,,,,,,,,,,6,12,,,,,,,,,,,,,6,,,,,,30,6,6,4,yes,9,3,21,-18,-141.66
Q30,,Reis Drink Vollreis,03-Zweites Abteil,Milch & Milchersatz,Reis Drink Vollreis,Biopartner,Soyana,www.soyana.ch/,TETRA 1l,,"Schlieren, Zürich",EU-Bio,477817,Biopartner 477817,Mwst. reduzierter Satz,2.17,,2.39,2.45,2.45,2.65,-0.20,1.10.2020,19.6.2248,Q30 Reis Drink Vollreis,visible,quartier-produkt-229,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-229.png,"Reis Drink Vollreis wird von Soyana produziert und von Biopartner geliefert. Es kommt aus Schlieren, Zürich und trägt EU-Bio Zertifizierung",,7.87,#DIV/0!,,,,,12,,,,,,,,,,,,,12,,,24,,,,,,,,,,,,,12,12,,72,5,5,6,yes,29,18,43,-25,-61.17
Q31,,Soja Drink Mandeln,03-Zweites Abteil,Milch & Milchersatz,Soja Drink Mandeln,Biopartner,Soyana,www.soyana.ch/,TETRA 1l,,"Schlieren, Zürich",EU-Bio,477825,Biopartner 477825,Mwst. reduzierter Satz,2.31,,2.54,2.60,2.60,3.15,-0.55,23/10/2020,19.6.2249,Q31 Soja Drink Mandeln,visible,quartier-produkt-230,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-230.png,"Soja Drink Mandeln wird von Soyana produziert und von Biopartner geliefert. Es kommt aus Schlieren, Zürich und trägt EU-Bio Zertifizierung",,2.45,#DIV/0!,,,,,12,,,,,,,,,,,,,,,12,,,12,,,,12,,,,,,,12,12,,72,5,5,6,yes,53,10,19,-9,-23.44
Q32,,Hafer Drink,03-Zweites Abteil,Milch & Milchersatz,Hafer Drink,Biopartner,Soyana,www.soyana.ch/,TETRA 1l,,"Schlieren, Zürich",EU-Bio,477808,Biopartner 477808,Mwst. reduzierter Satz,2.17,,2.39,2.45,2.45,2.55,-0.10,5.11.2020,19.6.2250,Q32 Hafer Drink,visible,quartier-produkt-231,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-231.png,"Hafer Drink wird von Soyana produziert und von Biopartner geliefert. Es kommt aus Schlieren, Zürich und trägt EU-Bio Zertifizierung",,2.60,#DIV/0!,,,,,12,,,12,,12,,12,,24,,,24,,,,24,,,,24,,12,,24,,12,,24,,12,,228,-8,16,12,yes,113,0,115,-115,-281.37
Q33,,UHT Milch,03-Zweites Abteil,Milch & Milchersatz,UHT Milch BIO,Biopartner,Emmi,www.emmi.com,Tetra 1l VORBESTELLUNG,,der Schweiz,Knospe,1710,Biopartner 1710,Mwst. reduzierter Satz,1.80,,1.98,2.03,2.03,2.40,-0.37,16/03/2020,19.6.2251,Q33 UHT Milch,visible,quartier-produkt-232,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-232.png,UHT Milch wird von Emmi produziert und von Biopartner geliefert. Es kommt aus der Schweiz und trägt Knospe Zertifizierung,2.95,-0.50,83%,3.50,-1.05,70%,,6,,,,,,,,,,,,12,,,,,,,6,,6,,,,12,,,12,,,,54,1,13,6,yes,35,5,19,-14,-28.41
Q40,,Süssmost,03-Zweites Abteil,Fruchtsäfte,Süssmost,Picobio,Brunner (ZH),www.brunnermosterei.ch/,Flasche 1l,,"Steimaur, Zürich",Knospe,43205,Picobio 43205,Mwst. reduzierter Satz,2.45,,2.70,3.26,3.26,3.35,-0.09,29/10/2020,19.6.2252,Q40 Süssmost,visible,quartier-produkt-233,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-233.png,"Süssmost wird von Brunner (ZH) produziert und von Picobio geliefert. Es kommt aus Steimaur, Zürich und trägt Knospe Zertifizierung",,2.03,#DIV/0!,,,,,6,,,12,,,,12,,,,12,,12,,,24,,,,,,,,,,,,,48,,,126,-3,-3,6,yes,87,11,39,-28,-91.35
Q41,,Orangensaft Solas,03-Zweites Abteil,Fruchtsäfte,Orangensaft Solas,Biopartner,Claro Fair Trade,www.claro.ch/de/,Flasche 1l,Brasilien,Brasilien,Claro Fair Trade,477082,Biopartner 477082,Mwst. reduzierter Satz,2.75,,3.03,3.10,3.10,3.10,0.00,23/10/2020,19.6.2253,Q41 Orangensaft Solas,visible,quartier-produkt-234,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-234.png,Orangensaft Solas wird von Claro Fair Trade produziert und von Biopartner geliefert. Es kommt aus Brasilien und trägt Claro Fair Trade Zertifizierung,,3.26,#DIV/0!,,,,,6,,,6,,,,,,24,,,,,12,,,,,,,,,,18,,,,12,12,6,,96,-5,7,6,yes,63,14,33,-19,-58.91
Q42,,Sirup Himbeere,03-Zweites Abteil,Sirup:,Sirup Himbeere,Biopartner,Haltbarmacherei (ZH),www.haltbarmacherei.ch/,Flasche 0.7l,,Zürich Wipkingen,CH-Bio,477434,Biopartner 477434,Mwst. reduzierter Satz,8.34,,9.17,9.40,9.40,14.30,-4.90,18/08/2021,19.6.2254,Q42 Sirup Himbeere,visible,quartier-produkt-235,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-235.png,Sirup Himbeere wird von Haltbarmacherei (ZH) produziert und von Biopartner geliefert. Es kommt aus Zürich Wipkingen und trägt CH-Bio Zertifizierung,,3.10,#DIV/0!,,,,,6,,,,,,,,,,,,6,,,,,,,,,,,,,,6,,,,,,18,7,7,4,yes,10,2,8,-6,-56.42
Q43,,Sirup Holunderblüten,03-Zweites Abteil,Sirup:,Sirup Holunderblüten,Biopartner,Haltbarmacherei (ZH),www.haltbarmacherei.ch/,Flasche 0.7l,,Zürich Wipkingen,CH-Bio,477446,Biopartner 477446,Mwst. reduzierter Satz,8.34,,9.17,9.40,9.40,14.30,-4.90,4.8.2021,19.6.2255,Q43 Sirup Holunderblüten,visible,quartier-produkt-236,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-236.png,Sirup Holunderblüten wird von Haltbarmacherei (ZH) produziert und von Biopartner geliefert. Es kommt aus Zürich Wipkingen und trägt CH-Bio Zertifizierung,,9.40,#DIV/0!,,,,,6,,,,,,,,,,,,6,,,,,,,,,,,,,,,,6,,,,18,3,9,4,yes,6,6,12,-6,-56.42
Q44,N,Aprikosen- und Birnensaft,03-Zweites Abteil,Fruchtsäfte,Genovas Succo di Albicocca Biologico,Genovas,Genovas,www.genovas.ch,Flasche 0.72l,,Italien,EU-Bio,,Genovas ,Mwst. reduzierter Satz,5.53,,6.08,6.23,6.23,14.30,-8.07,4.8.2021,19.6.2256,Q44 Aprikosen- und Birnensaft,visible,quartier-produkt-237,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-237.png,Aprikosen- und Birnensaft wird von Genovas produziert und von Genovas geliefert. Es kommt aus Italien und trägt EU-Bio Zertifizierung,,9.40,#DIV/0!,,,,,,,,,,,,,,,,,,,,6,,,,,,,8,,,,,,,,,,14,4,4,4,yes,5,0,9,-9,-56.06
R10,,Salami aus der Toscana,03-Zweites Abteil,Trockenfleisch,SALAMI BIO AUS DER TOSCANA,Terra Verde ,Terra Verde,www.terra-verde.ch/,350g,,Italien,EU-Bio,114.003.00,Terra Verde  114.003.00,Mwst. reduzierter Satz,7.95,,8.75,8.96,8.96,9.25,-0.29,25/03/2020,19.6.2257,R10 Salami aus der Toscana,visible,quartier-produkt-238,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-238.png,Salami aus der Toscana wird von Terra Verde produziert und von Terra Verde  geliefert. Es kommt aus Italien und trägt EU-Bio Zertifizierung,,9.40,#DIV/0!,,,,,7,,,,,,,,,6,,,,,,,,,,,,,,,,12,,,,,,,25,10,10,4,yes,11,0,14,-14,-125.49
R11,N,Mikas Stadtjaegerli,03-Zweites Abteil,Trockenfleisch,Mikas Stadtjaegerli,Mikas,Mikas,www.mikas.ch/,Pack ca.36g,,Zürich Unterstrass,CH-Bio,31810,Mikas 31810,Mwst. reduzierter Satz,3.25,,3.58,3.66,3.66,4.40,-0.74,2.3.2020,19.6.2258,R11 Mikas Stadtjaegerli,visible,quartier-produkt-239,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-239.png,Mikas Stadtjaegerli wird von Mikas produziert und von Mikas geliefert. Es kommt aus Zürich Unterstrass und trägt CH-Bio Zertifizierung,,8.96,#DIV/0!,,,,,10,,,,10,,,,,10,,10,,10,,,,,,,,,,,,20,,,,,,,70,16,16,6,yes,44,10,26,-16,-58.63
R12,N,Mikas Stadtjaeger,03-Zweites Abteil,Trockenfleisch,Mikas Stadtjaeger,Mikas,Mikas,www.mikas.ch/,Pack ca.80g,,Zürich Unterstrass,CH-Bio,31805,Mikas 31805,Mwst. reduzierter Satz,5.90,,6.49,6.65,6.65,8.00,-1.35,2.3.2020,19.6.2259,R12 Mikas Stadtjaeger,visible,quartier-produkt-240,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-240.png,Mikas Stadtjaeger wird von Mikas produziert und von Mikas geliefert. Es kommt aus Zürich Unterstrass und trägt CH-Bio Zertifizierung,,3.66,#DIV/0!,,,,,10,,,,,,,,,10,,,,10,10,6,,,,,,,,,,20,,,,,,,66,14,14,6,yes,28,7,38,-31,-206.22
R13,,Ruchmehl 5kg - delist,03-Zweites Abteil,Brot & Backwaren,Haushalt-Ruchmehl spezial,Biopartner,Biopartner,,5kg,,der Schweiz,Knospe Demeter,70844,Biopartner 70844,Mwst. reduzierter Satz,16.90,,18.59,19.05,19.05,,19.05,,19.6.2260,R13 Ruchmehl 5kg - delist,hidden,quartier-produkt-241,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-241.png,Ruchmehl 5kg - delist wird von Biopartner produziert und von Biopartner geliefert. Es kommt aus der Schweiz und trägt Knospe Demeter Zertifizierung,,6.65,#DIV/0!,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,3,0,0,1,yes,3,0,0,0,0.00
R14,N,Weiss-/Zopfmehl,03-Zweites Abteil,Brot & Backwaren,Bio Weissmehl Typ 400,Alessandra,Mühle Oberembrach,,2.5kg,,der Schweiz,Knospe,1,Alessandra 1,Mwst. reduzierter Satz,6.20,,6.82,6.99,6.99,,6.99,,19.6.2261,R14 Weiss-/Zopfmehl,visible,quartier-produkt-242,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-242.png,Weiss-/Zopfmehl wird von Mühle Oberembrach produziert und von Alessandra geliefert. Es kommt aus der Schweiz und trägt Knospe Zertifizierung,,19.05,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,10,,,,,,15,8,8,1,yes,1,3,14,-11,-76.90
R15,N,Dinkel Vollkornmehl,03-Zweites Abteil,Brot & Backwaren,"Bio Dinkelvollkorn ""Knospe""",Alessandra,Mühle Oberembrach,,2.5kg,,der Schweiz,Knospe,2,Alessandra 2,Mwst. reduzierter Satz,7.50,,8.25,8.46,8.46,,8.46,,19.6.2262,R15 Dinkel Vollkornmehl,visible,quartier-produkt-243,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-243.png,Dinkel Vollkornmehl wird von Mühle Oberembrach produziert und von Alessandra geliefert. Es kommt aus der Schweiz und trägt Knospe Zertifizierung,,6.99,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,10,,,,,,15,6,6,1,yes,3,2,12,-10,-84.56
R16,N,Knöpflimehl,03-Zweites Abteil,Brot & Backwaren,Knöpflimehl,Alessandra,Mühle Oberembrach,,1kg,,der Schweiz,kein,3,Alessandra 3,Mwst. reduzierter Satz,2.18,,2.40,2.46,2.46,,,,,R16 Knöpflimehl,visible,quartier-produkt-243,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-243.png,Knöpflimehl wird von Mühle Oberembrach produziert und von Alessandra geliefert. Es kommt aus der Schweiz und trägt kein Zertifizierung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,2,yes,,,,,
R17,N,Halbweissmehl,03-Zweites Abteil,Brot & Backwaren,Bio Halbweissmhel,Alessandra,Mühle Oberembrach,,2.5kg,,der Schweiz,Knospe,4,Alessandra 4,Mwst. reduzierter Satz,6.00,,6.60,6.77,6.77,,,,,R17 Halbweissmehl,visible,quartier-produkt-243,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-243.png,Halbweissmehl wird von Mühle Oberembrach produziert und von Alessandra geliefert. Es kommt aus der Schweiz und trägt Knospe Zertifizierung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,2,yes,,,,,
R18,N,Ruchmehl,03-Zweites Abteil,Brot & Backwaren,Bio Ruchmehl,Alessandra,Mühle Oberembrach,,2.5kg,,der Schweiz,Knospe,5,Alessandra 5,Mwst. reduzierter Satz,5.80,,6.38,6.54,6.54,,,,,R18 Ruchmehl,visible,quartier-produkt-243,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-243.png,Ruchmehl wird von Mühle Oberembrach produziert und von Alessandra geliefert. Es kommt aus der Schweiz und trägt Knospe Zertifizierung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,2,yes,,,,,
S20,,Quetschmus ,03-Zweites Abteil,Kinder,"Quetschmus ""Dino Date""",Biopartner,Holle Babyfood,www.holle.ch/,Beutel 100g,,Italien,Demeter,394067,Biopartner 394067,Mwst. reduzierter Satz,1.44,,1.58,1.62,1.62,1.66,-0.04,,19.6.2263,S20 Quetschmus ,visible,quartier-produkt-244,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-244.png,Quetschmus  wird von Holle Babyfood produziert und von Biopartner geliefert. Es kommt aus Italien und trägt Demeter Zertifizierung,,19.05,#DIV/0!,,,,,,,,,,12,,,24,,,24,,,,12,,12,,12,,24,,,,,,24,,,,,144,36,36,6,yes,90,17,54,-37,-60.07
S24,,Folgemilch 2,03-Zweites Abteil,Kinder,Folgemilch 2,Biopartner,Holle Babyfood,www.holle.ch/,Pack 660g,,Deutschland,Demeter,396004,Biopartner 396004,Mwst. reduzierter Satz,12.40,,13.64,13.98,13.98,13.98,0.00,,19.6.2264,S24 Folgemilch 2,visible,quartier-produkt-245,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-245.png,Folgemilch 2 wird von Holle Babyfood produziert und von Biopartner geliefert. Es kommt aus Deutschland und trägt Demeter Zertifizierung,,#REF!,#REF!,,,,,,,,,,3,,,,6,,,,,,,,3,,,,,,,,3,,,3,,,,18,2,5,2,yes,8,3,10,-7,-97.87
W70,,Haushaltpapier,03-Zweites Abteil,Haushalt,Haushaltpapier,Biopartner,Cartaseta,www.cartaseta.ch/,Pack mit 4 Stück,der Schweiz,der Schweiz,Blauer Engel,771041,Biopartner 771041,Standard,3.50,,3.85,4.15,4.15,3.95,0.20,,19.6.2265,W70 Haushaltpapier,visible,quartier-produkt-246,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-246.png,Haushaltpapier wird von Cartaseta produziert und von Biopartner geliefert. Es kommt aus der Schweiz und trägt Blauer Engel Zertifizierung,,13.98,#DIV/0!,15.95,-1.97,88%,,,,,,,8,,,,,,,8,,,,,,,,,,8,,,,,,,,16,,40,4,4,3,yes,13,0,27,-27,-111.95
W71,,Toilettenpapier,03-Zweites Abteil,Haushalt,Toilettenpapier,Biopartner,Satino Comfort,,Pack mit 8 Rollen,Deutschland,Deutschland,Blauer Engel,771053,Biopartner 771053,Standard,5.12,,5.63,6.07,6.07,5.72,0.35,,19.6.2266,W71 Toilettenpapier,visible,quartier-produkt-247,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-247.png,Toilettenpapier wird von Satino Comfort produziert und von Biopartner geliefert. Es kommt aus Deutschland und trägt Blauer Engel Zertifizierung,,4.15,#DIV/0!,,,,,,,,,,6,,,,12,,,6,,,,18,,,,12,,,,6,,,,12,,,,72,0,12,6,yes,41,1,31,-30,-181.97
